Output_File,Exists
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\scenario4_trace_plot_best_model.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\missingness_heatmap_direct_data.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\validation_rmse_model_comparison.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\validation_bias_model_comparison.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\validation_coverage_bayesian_models.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\rhat_diagnostics_top_models.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC1p0_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC2p5_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD5_HC5p0_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC1p0_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC2p5_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta1_1_muSD10_HC5p0_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC1p0_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY1p7_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY2p04_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY2p04_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY2p04_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC2p5_sigY2p04_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p36_sigC0p849.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p36_sigC1p02.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p36_sigC1p19.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p36_sigC1p36.png,True
F:\gacheri's documents\research NCDs\BIBTEX\New folder\Simulated Datasets\Bayesian Learning Algorithm\AR1_sampledZ_results\graphics\trace_plot_AR1_SampledZ_Beta2_2_muSD5_HC5p0_sigY1p7_sigC0p849.png,True
